gid,cnn_intrsctn_pkey,latitude,longitude,intrsctn_trnsprtn_pkey,bike_trips_05_taz,bike_trips_05_taz_d,daily_ride_qrt,daily_ride_egt,ped_vol_ann,ped_vol_24h,walktrips_05_taz,walktrips_05_taz_d
"1578","22125000",37.72966897800,-122.43885364200,"1578","78","4645","7536","1727","150876","413","598","32687"
"1579","22128000",37.72892271490,-122.44006203400,"1579","78","4645","7825","1451","2086731","5717","598","32687"
"1580","22131000",37.73032572050,-122.43968606600,"1580","78","3694","7827","3624","104316","286","526","19925"
"1581","22132000",37.73073290680,-122.43973734600,"1581","101","3694","8913","4876","152468","418","676","19925"
"1582","22133000",37.73073799870,-122.43869292900,"1582","101","3694","16325","5068","292523","801","676","19925"
"1583","22134000",37.73158422590,-122.43974276700,"1583","68","3694","18164","5078","78853","216","355","19925"
"1584","22138000",37.72991094910,-122.44201021500,"1584","78","3694","8574","2753","346173","948","526","19925"
"1585","22139000",37.73072176800,-122.44201566400,"1585","78","3694","9086","3688","150469","412","526","19925"
"1586","22140000",37.73157396610,-122.44202054400,"1586","78","3694","12441","4618","151463","415","526","19925"
"1587","22141000",37.73236806390,-122.43974776000,"1587","68","3694","19924","4169","78428","215","355","19925"
"1588","22142000",37.73235684010,-122.44202705400,"1588","68","3694","13434","3123","106235","291","355","19925"
"1589","22143000",37.72673913630,-122.44425438600,"1589","15","4645","2247","384","311324","853","103","32687"
"1590","22148000",37.72747011710,-122.44530705000,"1590","319","3694","5853","0","309533","848","2512","19925"
"1591","22149000",37.72671578030,-122.44592981000,"1591","319","3694","4980","0","300544","823","2512","19925"
"1592","22150000",37.72669834790,-122.44655029700,"1592","319","3694","7245","0","357553","980","2512","19925"
"1593","22151000",37.72746441670,-122.44655473400,"1593","319","3694","7114","511","333688","914","2512","19925"
"1594","22152000",37.72826175510,-122.44427698500,"1594","319","3694","8193","553","152354","417","2512","19925"
"1595","22153000",37.72909364030,-122.44428426900,"1595","78","3694","9279","404","305571","837","526","19925"
"1596","22154000",37.72989686100,-122.44429130400,"1596","78","3694","9268","2926","554125","1518","526","19925"
"1597","22155000",37.73070822140,-122.44429841000,"1597","78","3694","9546","2848","292364","801","526","19925"
"1598","22156000",37.73160481660,-122.44430217200,"1598","68","3694","14597","4972","78874","216","355","19925"
"1599","22157000",37.73234690150,-122.44431434900,"1599","68","3694","13289","2954","78973","216","355","19925"
"1600","22158000",37.72827495690,-122.44655943000,"1600","319","3694","13105","1522","288470","790","2512","19925"
"1601","22159000",37.72908315350,-122.44656411300,"1601","319","3694","15336","1406","331285","908","2512","19925"
"1602","22160000",37.72989248720,-122.44656880200,"1602","78","3694","15774","4614","343375","941","526","19925"
"1603","22161000",37.73069925020,-122.44657347600,"1603","109","3694","17263","4398","351746","964","870","19925"
"1604","22162000",37.73154904720,-122.44657840000,"1604","68","3694","16838","5134","473755","1298","355","19925"
"1605","22163000",37.73233663400,-122.44659075900,"1605","68","3694","14246","5211","49363","135","355","19925"
"1606","22164000",37.73233343970,-122.44729678300,"1606","50","3694","18758","6397","355758","975","317","19925"
"1607","22165000",37.71651452900,-122.44735336200,"1607","81","4645","14432","0","93343","256","581","32687"
"1608","22166000",37.71716430770,-122.44694850300,"1608","56","4645","54707","0","136081","373","399","32687"
"1609","22167000",37.71798263430,-122.44734414900,"1609","56","4645","67586","0","101536","278","399","32687"
"1610","22168000",37.71745196170,-122.44767670900,"1610","56","4645","67544","0","92434","253","399","32687"
"1611","22169000",37.71700040830,-122.44795968200,"1611","81","4645","846","0","92423","253","581","32687"
"1612","22171000",37.71828047500,-122.44810085600,"1612","56","4645","69163","0","9638","26","399","32687"
"1613","22172000",37.71886468590,-122.44779154900,"1613","56","4645","75087","10198","9563","26","399","32687"
"1614","22174000",37.71948111990,-122.44756206200,"1614","56","4645","83791","42373","169651","465","399","32687"
"1615","22176000",37.71839560440,-122.44860519000,"1615","63","4645","64789","196","47528","130","439","32687"
"1616","22177000",37.71869029330,-122.44916221100,"1616","78","4645","64963","9453","47321","130","496","32687"
"1617","22178000",37.71984408970,-122.44867524400,"1617","78","4645","67414","32990","296778","813","496","32687"
"1618","22179000",37.71803253090,-122.44956657600,"1618","78","4645","63888","784","39489","108","496","32687"
"1619","22180000",37.71812269400,-122.44985479100,"1619","78","4645","36231","784","47676","131","496","32687"
"1620","22181000",37.71902461900,-122.44999648500,"1620","78","4645","57156","5192","68862","189","496","32687"
"1621","22182000",37.71838965040,-122.45040137400,"1621","78","4645","34206","3247","69614","191","496","32687"
"1622","22183000",37.71836030650,-122.45073700200,"1622","78","4645","15586","2415","162913","446","496","32687"
"1623","22184000",37.71935488500,-122.45082065200,"1623","78","4645","51810","7597","158239","434","496","32687"
"1624","22185000",37.71968556950,-122.45164588300,"1624","78","4645","48424","7994","193135","529","496","32687"
"1625","22186000",37.72048206860,-122.45010317400,"1625","78","4645","62356","18573","244409","670","496","32687"
"1626","22188000",37.72175241230,-122.44929574200,"1626","78","4645","76077","29314","407862","1117","496","32687"
"1627","22189000",37.72015146660,-122.44927919200,"1627","78","4645","70258","28130","268626","736","496","32687"
"1628","22190000",37.72208279540,-122.45011822600,"1628","78","4645","74250","20603","308292","845","496","32687"
"1629","22191000",37.72081269410,-122.45092723400,"1629","115","4645","66084","16872","223673","613","769","32687"
"1630","22192000",37.72308024220,-122.45233156100,"1630","115","4645","56026","22653","3560606","9755","769","32687"
"1631","22193000",37.72296132000,-122.44955862000,"1631","319","3694","70498","19258","185689","509","2512","19925"
"1632","22195000",37.71776788420,-122.45337762000,"1632","78","4645","17707","2524","103793","284","496","32687"
"1633","22196000",37.71737565450,-122.45264184600,"1633","78","4645","14015","808","84899","233","496","32687"
"1634","22198000",37.71857710140,-122.45158547800,"1634","78","4645","32950","4062","85279","234","496","32687"
"1635","22199000",37.71876031970,-122.45223171200,"1635","78","4645","25730","4448","103889","285","496","32687"
"1636","22200000",37.71872099930,-122.45254754500,"1636","78","4645","18997","4003","293416","804","496","32687"
"1637","22201000",37.71995941780,-122.45232929600,"1637","64","4645","51822","9285","343858","942","408","32687"
"1638","22203000",37.71687510220,-122.45415512600,"1638","33","4645","18521","3414","102123","280","228","32687"
"1639","22204000",37.71747731230,-122.45609424200,"1639","50","4645","24872","5028","150673","413","370","32687"
"1640","22205000",37.71748925970,-122.45451425900,"1640","33","4645","21918","3981","78158","214","228","32687"
"1641","22206000",37.71817375660,-122.45408172200,"1641","64","4645","25582","5772","79086","217","408","32687"
"1642","22208000",37.72004058980,-122.45309196000,"1642","64","4645","48645","7313","240714","659","408","32687"
"1643","22209000",37.72003819160,-122.45409616200,"1643","115","4645","44247","13862","323586","887","769","32687"
"1644","22210000",37.71823697390,-122.45511126000,"1644","33","4645","29698","9475","152025","417","228","32687"
"1645","22211000",37.72003574220,-122.45511845300,"1645","64","4645","42135","15538","297108","814","408","32687"
"1646","22212000",37.72108363200,-122.45160267900,"1646","115","4645","72554","17429","225255","617","769","32687"
"1647","22213000",37.72129929560,-122.45212279900,"1647","115","4645","55997","18517","188250","516","769","32687"
"1648","22214000",37.72212434950,-122.45211920600,"1648","115","4645","58667","21663","322388","883","769","32687"
"1649","22217000",37.72324403660,-122.45310719800,"1649","100","4645","46667","15938","2177793","5967","699","32687"
"1650","22218000",37.72212134810,-122.45310185700,"1650","115","4645","51694","16833","579942","1589","769","32687"
"1651","22219000",37.72185408400,-122.45310058600,"1651","115","4645","53888","12374","365769","1002","769","32687"
"1652","22220000",37.72185137110,-122.45410655200,"1652","100","4645","54153","18802","494975","1356","699","32687"
"1653","22221000",37.72184861060,-122.45512702900,"1653","115","4645","47128","15495","553201","1516","769","32687"
"1654","22222000",37.72367236410,-122.45513565800,"1654","100","4645","35790","15028","7134018","19545","699","32687"
"1655","22223000",37.72345700730,-122.45411575300,"1655","43","3694","44665","19741","7049917","19315","645","19925"
"1656","22225000",37.72836894420,-122.44884464100,"1656","319","3694","26684","7215","286641","785","2512","19925"
"1657","22228000",37.72907259700,-122.44884943500,"1657","109","3694","26271","7352","327425","897","870","19925"
"1658","22229000",37.72988230750,-122.44885495200,"1658","109","3694","26282","10876","340240","932","870","19925"
"1659","22230000",37.73154715310,-122.44729182100,"1659","109","3694","21956","6755","356933","978","870","19925"
"1660","22231000",37.73069018950,-122.44886045600,"1660","109","3694","27966","8882","462878","1268","870","19925"
"1661","22232000",37.73154295930,-122.44886626600,"1661","109","3694","26513","11208","1509570","4136","870","19925"
"1662","22233000",37.73232631600,-122.44886865900,"1662","50","3694","21184","6795","392270","1075","317","19925"
"1663","22235000",37.72835755140,-122.45111256000,"1663","319","3694","31208","11545","598765","1640","2512","19925"
"1664","22236000",37.72830349330,-122.45232786800,"1664","43","3694","42537","14828","717478","1966","645","19925"
"1665","22237000",37.72850248390,-122.45244157000,"1665","319","3694","31777","9516","546062","1496","2512","19925"
"1666","22238000",37.72906230840,-122.45113130700,"1666","109","3694","32046","12823","619471","1697","870","19925"
"1667","22239000",37.72987218450,-122.45113527400,"1667","109","3694","30090","16680","582030","1595","870","19925"
"1668","22240000",37.72851156480,-122.45399065100,"1668","319","3694","32075","6650","494817","1356","2512","19925"
"1669","22241000",37.72916644760,-122.45400236700,"1669","109","3694","35171","5842","460442","1261","870","19925"
"1670","22242000",37.72905824370,-122.45244001100,"1670","319","3694","37032","10185","508466","1393","2512","19925"
"1671","22243000",37.72986637560,-122.45244193800,"1671","109","3694","35405","13950","523143","1433","870","19925"
"1672","22244000",37.73068110970,-122.45114081100,"1672","109","3694","32332","14484","495881","1359","870","19925"
"1673","22245000",37.73153684710,-122.45114666700,"1673","109","3694","32688","17026","1219844","3342","870","19925"
"1674","22246000",37.72880321590,-122.45399587000,"1674","45","3694","32841","3096","499967","1370","223","19925"
"1675","22247000",37.72983387320,-122.45407204800,"1675","45","3694","32140","7033","388691","1065","223","19925"
"1676","22248000",37.72983659360,-122.45339429500,"1676","109","3694","34394","9242","471960","1293","870","19925"
"1677","22249000",37.72884024740,-122.45560307200,"1677","45","3694","28063","2058","452043","1238","223","19925"
"1678","22250000",37.72880959610,-122.45478367400,"1678","43","3694","32889","2240","453306","1242","645","19925"
"1679","22251000",37.73011019690,-122.45496180200,"1679","45","3694","37222","10444","321774","882","223","19925"
"1680","22252000",37.72995204690,-122.45576580400,"1680","45","3694","32055","10448","348965","956","223","19925"
"1681","22253000",37.73047745990,-122.45428542200,"1681","45","3694","35186","9990","359027","984","223","19925"
"1682","22254000",37.73067203620,-122.45340856200,"1682","45","3694","36363","10632","483717","1325","223","19925"
"1683","22255000",37.73230557130,-122.45341905200,"1683","50","3694","31878","9484","146625","402","317","19925"
"1684","22256000",37.73153064690,-122.45341134400,"1684","109","3694","34791","14149","281457","771","870","19925"
"1685","22257000",37.73148840610,-122.45359091200,"1685","45","3694","33469","11704","492753","1350","223","19925"
"1686","22258000",37.73146499840,-122.45491587800,"1686","48","3694","34538","13413","362280","993","266","19925"
"1687","22259000",37.73223732180,-122.45504898000,"1687","48","3694","33858","9990","363738","997","266","19925"
"1688","22260000",37.73231592130,-122.45115344400,"1688","50","3694","25206","11351","136293","373","317","19925"
"1689","22261000",37.73402777690,-122.43975833200,"1689","96","3694","14978","4119","4635","13","512","19925"
"1690","22264000",37.73497306200,-122.44106381800,"1690","96","3694","13511","5122","82734","227","512","19925"
"1691","22265000",37.73438910600,-122.44075194200,"1691","96","3694","13684","3840","84652","232","512","19925"
"1692","22266000",37.73553182380,-122.43972399500,"1692","81","5364","18352","3840","119993","329","372","31033"
"1693","22267000",37.73485680950,-122.43993438600,"1693","96","3694","21862","6399","390178","1069","512","19925"
"1694","22268000",37.73588604270,-122.43972250500,"1694","97","3694","12182","3840","81295","223","359","19925"
"1695","22269000",37.73310383870,-122.44090314800,"1695","96","3694","15874","5446","125959","345","512","19925"
"1696","22270000",37.73440300500,-122.44201063400,"1696","96","3694","13653","4338","76422","209","512","19925"
"1697","22271000",37.73441541850,-122.44119682200,"1697","96","3694","13527","4669","111729","306","512","19925"
"1698","22272000",37.73309795620,-122.44200231900,"1698","96","3694","14444","3673","105160","288","512","19925"
"1699","22273000",37.73308768730,-122.44432039800,"1699","68","3694","15138","3055","66212","181","355","19925"
"1700","22274000",37.73381158770,-122.44200527400,"1700","96","3694","14676","3979","124650","342","512","19925"
"1701","22275000",37.73455743780,-122.44433661800,"1701","96","3694","14554","1872","84725","232","512","19925"
"1702","22276000",37.73456442780,-122.44297118200,"1702","96","3694","13555","2816","76017","208","512","19925"
"1703","22277000",37.73596822950,-122.44192729700,"1703","96","3694","11879","7951","127173","348","512","19925"
"1704","22278000",37.73719797180,-122.43969084200,"1704","97","3694","10902","1196","78651","215","359","19925"
"1705","22279000",37.73778913680,-122.43991979400,"1705","81","5364","12077","474","85595","235","372","31033"
"1706","22281000",37.73894628990,-122.43968001300,"1706","97","3694","4828","0","14476","40","359","19925"
"1707","22282000",37.73868842190,-122.43954905000,"1707","81","5364","9060","1140","104253","286","372","31033"
"1708","22284000",37.74035693760,-122.43952083000,"1708","97","3694","6631","479","113368","311","359","19925"
"1709","22285000",37.73650258370,-122.44360223500,"1709","96","3694","12207","7486","127581","350","512","19925"
"1710","22286000",37.73381107330,-122.44432012100,"1710","96","3694","15948","1579","65168","179","512","19925"
"1711","22287000",37.73491512050,-122.44298838300,"1711","96","3694","12874","4466","192643","528","512","19925"
"1712","22289000",37.73621855880,-122.44440571000,"1712","100","3694","11287","4950","107024","293","386","19925"
"1713","22290000",37.73385028840,-122.44578221900,"1713","96","3694","15144","1088","223571","613","512","19925"
"1714","22291000",37.73307698440,-122.44660096600,"1714","96","3694","16270","5512","17795","49","512","19925"
"1715","22293000",37.73454879390,-122.44535363600,"1715","100","3694","12800","1156","219803","602","386","19925"
"1716","22294000",37.73486261730,-122.44583448100,"1716","100","3694","10191","1411","239413","656","386","19925"
"1717","22295000",37.73560224060,-122.44640535700,"1717","100","3694","8169","2592","213954","586","386","19925"
"1718","22296000",37.73730659080,-122.44622663400,"1718","100","3694","8852","2851","188526","517","386","19925"
"1719","22298000",37.74011509440,-122.44632142100,"1719","100","3694","11485","4306","113530","311","386","19925"
"1720","22300000",37.73758696650,-122.44658898800,"1720","96","3694","11116","1324","227984","625","512","19925"
"1721","22301000",37.73731847880,-122.44780949900,"1721","96","3694","10573","1704","46821","128","512","19925"
"1722","22302000",37.73793355650,-122.44737142600,"1722","96","3694","12631","1944","276864","759","512","19925"
"1723","22303000",37.73908589870,-122.44620560300,"1723","100","3694","12241","1946","294634","807","386","19925"
"1724","22304000",37.73837556170,-122.44618229900,"1724","100","3694","11577","1383","223733","613","386","19925"
"1725","22305000",37.73869293360,-122.44522335900,"1725","100","3694","10861","1071","218791","599","386","19925"
"1726","22307000",37.73956032620,-122.44669223900,"1726","100","3694","10415","2996","167820","460","386","19925"
"1727","22308000",37.73962971980,-122.44697024800,"1727","100","3694","10918","3347","269212","738","386","19925"
"1728","22311000",37.74433075950,-122.44280914300,"1728","117","3694","10778","2040","21860","60","541","19925"
"1729","22312000",37.74434814520,-122.44262938700,"1729","117","3694","10370","2694","130771","358","541","19925"
"1730","22313000",37.74617922070,-122.43922844800,"1730","69","5364","11086","1640","61938","170","363","31033"
"1731","22314000",37.74523093900,-122.44127034200,"1731","117","3694","8694","1961","136809","375","541","19925"
"1732","22316000",37.74866450100,-122.43824612500,"1732","46","5364","26760","3432","117313","321","199","31033"
"1733","22318000",37.74688477480,-122.44224379500,"1733","117","3694","14757","6368","178462","489","541","19925"
"1734","22320000",37.74589849040,-122.44337398900,"1734","117","3694","12732","4313","151966","416","541","19925"
"1735","22322000",37.74923081710,-122.44153807700,"1735","95","5364","23696","10636","83754","229","342","31033"
"1736","22324000",37.74916024280,-122.44259922500,"1736","95","5364","22672","10763","57165","157","342","31033"
"1737","22325000",37.74818321560,-122.44251900900,"1737","69","5364","21993","9157","129983","356","363","31033"
"1738","22328000",37.74545961300,-122.44633615700,"1738","117","3694","14844","4808","96443","264","541","19925"
"1739","22329000",37.74562451500,-122.44530467100,"1739","117","3694","14473","3772","132269","362","541","19925"
"1740","22331000",37.74177169920,-122.44780040700,"1740","100","3694","10629","4958","162664","446","386","19925"
"1741","22333000",37.74486721920,-122.44324282300,"1741","117","3694","12000","2548","22153","61","541","19925"
"1742","22334000",37.74514621240,-122.44294948100,"1742","117","3694","9423","2476","235668","646","541","19925"
"1743","22335000",37.74655767320,-122.44340368300,"1743","117","3694","14010","4911","277258","760","541","19925"
"1744","22336000",37.74676521750,-122.44396075300,"1744","69","5364","15658","5202","191592","525","363","31033"
"1745","22337000",37.74611749840,-122.44425076600,"1745","117","3694","14307","3545","152416","418","541","19925"
"1746","22338000",37.74750435250,-122.44316182200,"1746","95","5364","18346","8462","65107","178","342","31033"
"1747","22339000",37.74801042210,-122.44347381200,"1747","95","5364","18116","8409","66510","182","342","31033"
"1748","22341000",37.74694537280,-122.44484722500,"1748","263","3694","19034","7910","503283","1379","1137","19925"
"1749","22343000",37.74800752620,-122.44498673700,"1749","263","3694","16978","4496","161776","443","1137","19925"
"1750","22344000",37.74609380260,-122.44519676900,"1750","117","3694","14073","4058","148994","408","541","19925"
"1751","22345000",37.74612326840,-122.44685277500,"1751","63","3694","13748","4719","96165","263","274","19925"
"1752","22346000",37.74836927290,-122.44502166500,"1752","263","3694","18594","4999","195876","537","1137","19925"
"1753","22347000",37.74925368080,-122.44480802600,"1753","263","3694","19613","3675","199603","547","1137","19925"
"1754","22348000",37.74806999340,-122.44764149200,"1754","263","3694","17022","5873","121162","332","1137","19925"
"1755","22349000",37.73306871830,-122.44887338700,"1755","147","3694","17670","6376","128616","352","551","19925"
"1756","22351000",37.73427963310,-122.44833128900,"1756","96","3694","13607","1548","54429","149","512","19925"
"1757","22352000",37.73427693760,-122.44889315500,"1757","96","3694","13555","1037","139610","382","512","19925"
"1758","22353000",37.73380982580,-122.44887810400,"1758","96","3694","13062","1951","34269","94","512","19925"
"1759","22354000",37.73590767370,-122.44887577100,"1759","96","3694","8352","770","100689","276","512","19925"
"1760","22355000",37.73660203940,-122.44800086900,"1760","96","3694","8666","1628","47116","129","512","19925"
"1761","22356000",37.73380415650,-122.45044839500,"1761","147","3694","15865","776","87496","240","551","19925"
"1762","22357000",37.73461825190,-122.45076191800,"1762","147","3694","15309","387","113821","312","551","19925"
"1763","22358000",37.73403461920,-122.45007711500,"1763","147","3694","15938","776","34175","94","551","19925"
"1764","22359000",37.73380154910,-122.45116854000,"1764","147","3694","16463","2046","49391","135","551","19925"
"1765","22360000",37.73584099050,-122.44999269800,"1765","147","3694","10826","384","100402","275","551","19925"
"1766","22361000",37.73514810820,-122.45169798900,"1766","147","3694","8464","376","111187","305","551","19925"
"1767","22362000",37.73734612080,-122.44936514200,"1767","96","3694","7709","1884","108896","298","512","19925"
"1768","22363000",37.73807318850,-122.44814834100,"1768","100","3694","10004","2002","209199","573","386","19925"
"1769","22364000",37.73985069630,-122.44785152300,"1769","100","3694","10181","3123","203521","558","386","19925"
"1770","22365000",37.73800024640,-122.44891923400,"1770","96","3694","8044","2725","229510","629","512","19925"
"1771","22366000",37.73927699280,-122.44870257200,"1771","147","3694","10301","3630","155922","427","551","19925"
"1772","22368000",37.73801649050,-122.44946431700,"1772","147","3694","6101","2032","107898","296","551","19925"
"1773","22369000",37.73671599800,-122.45186431600,"1773","147","3694","5346","2151","128081","351","551","19925"
"1774","22370000",37.73821410390,-122.45078046700,"1774","147","3694","5857","3016","66198","181","551","19925"
"1775","22371000",37.73933839470,-122.45042330800,"1775","147","3694","6697","3815","203493","558","551","19925"
"1776","22372000",37.73930789620,-122.44956956700,"1776","147","3694","9320","3760","206001","564","551","19925"
"1777","22373000",37.74116284420,-122.45099910400,"1777","147","3694","14472","2975","150034","411","551","19925"
"1778","22374000",37.74044699190,-122.44995936800,"1778","147","3694","10371","3489","137665","377","551","19925"
"1779","22375000",37.74008677210,-122.45067690200,"1779","147","3694","10953","3405","138032","378","551","19925"
"1780","22376000",37.74082931180,-122.44919846600,"1780","100","3694","11234","3323","136464","374","386","19925"
"1781","22377000",37.74065363050,-122.45299289500,"1781","147","3694","17668","1479","5548","15","551","19925"
"1782","22378000",37.73305840250,-122.45116098900,"1782","50","3694","20613","8298","49504","136","317","19925"
"1783","22379000",37.73379575900,-122.45250586500,"1783","147","3694","20786","1664","70905","194","551","19925"
"1784","22380000",37.73441420790,-122.45278412600,"1784","59","3694","19238","97","36306","99","252","19925"
"1785","22381000",37.73605695630,-122.45157827700,"1785","147","3694","3543","1110","118417","324","551","19925"
"1786","22382000",37.73510190030,-122.45309354900,"1786","147","3694","12767","90","24521","67","551","19925"
"1787","22383000",37.73564461180,-122.45256744700,"1787","147","3694","2818","852","119401","327","551","19925"
"1788","22384000",37.73556701550,-122.45330282800,"1788","59","3694","5357","358","24112","66","252","19925"
"1789","22386000",37.73303961750,-122.45342500500,"1789","147","3694","25899","6710","77413","212","551","19925"
"1790","22387000",37.73299349570,-122.45385559800,"1790","48","3694","26255","4992","196755","539","266","19925"
"1791","22388000",37.73302498500,-122.45427284800,"1791","48","3694","31677","6658","177705","487","266","19925"
"1792","22389000",37.73475450630,-122.45564119200,"1792","59","3694","28745","2417","25921","71","252","19925"
"1793","22391000",37.73674652740,-122.45333428200,"1793","147","3694","3194","1223","71988","197","551","19925"
"1794","22397000",37.73775289760,-122.45160447500,"1794","147","3694","5124","2578","126577","347","551","19925"
"1795","22401000",37.73641913300,-122.45427618900,"1795","59","3694","16443","2797","153253","420","252","19925"
"1796","22402000",37.73667657130,-122.45380188300,"1796","59","3694","8129","3201","126631","347","252","19925"
"1797","22404000",37.74240180030,-122.44775803200,"1797","100","3694","17178","4824","195643","536","386","19925"
"1798","22405000",37.74122666700,-122.44843970000,"1798","100","3694","11894","2949","148506","407","386","19925"
"1799","22406000",37.74189592810,-122.44908168000,"1799","100","3694","16446","3377","236716","649","386","19925"
"1800","22407000",37.74054137360,-122.44898223500,"1800","147","3694","10327","3591","151079","414","551","19925"
"1801","22408000",37.74184975220,-122.45060341900,"1801","100","3694","13984","3268","149104","409","386","19925"
"1802","22409000",37.74222305460,-122.45064408300,"1802","147","3694","23517","2629","261594","717","551","19925"
"1803","22410000",37.74272993180,-122.45078446500,"1803","100","3694","21983","3555","286893","786","386","19925"
"1804","22411000",37.74296665690,-122.45098921000,"1804","100","3694","27278","4431","216261","592","386","19925"
"1805","22413000",37.74691492290,-122.44787040800,"1805","263","3694","15198","4748","115008","315","1137","19925"
"1806","22414000",37.74684483720,-122.44982942100,"1806","477","3694","23751","4205","91434","251","1284","19925"
"1807","22415000",37.74666040190,-122.44944655800,"1807","263","3694","26843","8887","176818","484","1137","19925"
"1808","22416000",37.74848610860,-122.44912103800,"1808","87","3694","13410","2276","95523","262","265","19925"
"1809","22417000",37.74736104460,-122.45117877300,"1809","477","3694","26648","1829","110305","302","1284","19925"
"1810","22418000",37.74299551230,-122.45286898400,"1810","87","3694","38517","5669","318033","871","306","19925"
"1811","22419000",37.74360999090,-122.45160664100,"1811","87","3694","32050","9423","286446","785","306","19925"
"1812","22420000",37.74387169260,-122.45267483000,"1812","87","3694","40279","13393","316027","866","306","19925"
"1813","22421000",37.74450281290,-122.45162570400,"1813","87","3694","35703","13569","285902","783","306","19925"
"1814","22422000",37.74220879050,-122.45372866100,"1814","147","3694","36085","6884","290966","797","551","19925"
"1815","22423000",37.74340792170,-122.45344491700,"1815","87","3694","42810","9592","318342","872","306","19925"
"1816","22424000",37.74459289550,-122.45336484200,"1816","51","3694","44575","20260","3587395","9828","228","19925"
"1817","22425000",37.74131686370,-122.45304345500,"1817","147","3694","20356","2139","85201","233","551","19925"
"1818","22426000",37.74119073130,-122.45427553700,"1818","147","3694","21338","5578","163402","448","551","19925"
"1819","22427000",37.74208172560,-122.45308212500,"1819","147","3694","36289","4106","137004","375","551","19925"
"1820","22431000",37.74177698930,-122.45493156900,"1820","87","3694","27762","11437","164397","450","306","19925"
"1821","22432000",37.74207462200,-122.45574766600,"1821","87","3694","33214","13922","165072","452","306","19925"
"1822","22433000",37.74398466050,-122.45420490100,"1822","51","3694","45372","16963","3292874","9022","228","19925"
"1823","22435000",37.74582583160,-122.45085298400,"1823","477","3694","28515","15323","748831","2052","1284","19925"
"1824","22436000",37.74553423760,-122.45162398700,"1824","63","3694","37495","18937","2682363","7349","274","19925"
"1825","22437000",37.74517381180,-122.45226885600,"1825","87","3694","40183","17076","1019806","2794","306","19925"
"1826","22439000",37.74798398730,-122.45176153700,"1826","72","3694","26080","555","132923","364","197","19925"
"1827","22441000",37.74866905400,-122.45211991500,"1827","72","3694","21879","612","99940","274","197","19925"
"1828","22443000",37.74476157420,-122.45452283700,"1828","51","3694","44875","23438","136032","373","228","19925"
"1829","22444000",37.74569992220,-122.45391643000,"1829","51","3694","45264","22251","135260","371","228","19925"
"1830","22445000",37.74348245030,-122.45590515200,"1830","51","3694","44452","15466","242556","665","228","19925"
"1831","22446000",37.74447364990,-122.45483560000,"1831","51","3694","48000","21958","164916","452","228","19925"
"1832","22448000",37.74610616800,-122.45466409800,"1832","477","3694","49422","20265","624783","1712","1284","19925"
"1833","22449000",37.74632798040,-122.45546673200,"1833","477","3694","52640","19254","682502","1870","1284","19925"
"1834","22452000",37.70835433680,-122.45592824500,"1834","76","4645","13135","6183","215648","591","376","32687"
"1835","22455000",37.70921368800,-122.45580719600,"1835","76","4645","16408","824","293741","805","376","32687"
"1836","22456000",37.71122285360,-122.45581573900,"1836","74","4645","10561","1275","233458","640","813","32687"
"1837","22457000",37.71140796410,-122.45603759700,"1837","74","4645","7518","2006","282415","774","813","32687"
"1838","22459000",37.71138733010,-122.45900546800,"1838","74","4645","5638","1606","973824","2668","813","32687"
"1839","22460000",37.71011091520,-122.45706838900,"1839","76","4645","13826","1480","545049","1493","376","32687"
"1840","22461000",37.70953989290,-122.45767030500,"1840","76","4645","11075","1534","294631","807","376","32687"
"1841","22463000",37.70967349360,-122.46061290000,"1841","76","4645","5930","1299","181856","498","376","32687"
"1842","22464000",37.70844468360,-122.45882473500,"1842","76","4645","9212","2447","234244","642","376","32687"
"1843","22465000",37.70899930190,-122.45824119500,"1843","76","4645","9838","1547","239074","655","376","32687"
"1844","22466000",37.70966594190,-122.45912595900,"1844","76","4645","9156","997","242995","666","376","32687"
"1845","22469000",37.71137030130,-122.46257005100,"1845","74","4645","3262","1183","362944","994","813","32687"
"1846","22470000",37.71229573650,-122.45901511900,"1846","74","4645","5520","1686","303436","831","813","32687"
"1847","22471000",37.71319356170,-122.45605304600,"1847","72","4645","5964","3234","272936","748","685","32687"
"1848","22472000",37.71407676030,-122.45606142500,"1848","63","4645","6814","2852","206908","567","439","32687"
"1849","22473000",37.71405530350,-122.45903538500,"1849","72","4645","6804","676","255416","700","685","32687"
"1850","22474000",37.71490834580,-122.45904613500,"1850","72","4645","6564","888","215060","589","685","32687"
"1851","22475000",37.71578782600,-122.45607963500,"1851","72","4645","9247","3700","69822","191","685","32687"
"1852","22476000",37.71317204840,-122.45902443500,"1852","72","4645","6028","1446","250008","685","685","32687"
"1853","22477000",37.71575794100,-122.45905486100,"1853","72","4645","8859","0","179338","491","685","32687"
"1854","22479000",37.70908524960,-122.46113996700,"1854","49","4645","5829","548","122282","335","245","32687"
"1855","22480000",37.71032208300,-122.46048235400,"1855","49","4645","7011","2298","204058","559","245","32687"
"1856","22481000",37.70966296850,-122.46186515600,"1856","49","4645","3985","967","197994","542","245","32687"
"1857","22482000",37.70853811550,-122.46172521300,"1857","49","4645","5614","687","99246","272","245","32687"
"1858","22483000",37.70965152160,-122.46322518400,"1858","49","4645","4042","170","161658","443","245","32687"
"1859","22484000",37.70965716300,-122.46255520700,"1859","49","4645","3166","739","76824","210","245","32687"
