gid,cnn_intrsctn_pkey,latitude,longitude,intrsctn_grp,intrsctn_type,x_street_comb
"588","20948000",37.72349846960,-122.41937517100,"0",INTERSECTIONS,BACON ST/HARVARD ST
"589","20949000",37.72419885910,-122.42184696100,"0",INTERSECTIONS,BURROWS ST/MADISON ST
"590","20950000",37.72470671510,-122.41477733800,"0",INTERSECTIONS,BACON ST/PRINCETON ST
"591","20952000",37.72694270610,-122.41642631200,"0",INTERSECTIONS,AMHERST ST/FELTON ST
"592","20953000",37.72610573300,-122.41608245800,"0",INTERSECTIONS,BURROWS DR/AMHERST ST
"593","20954000",37.72745692800,-122.41446025200,"0",INTERSECTIONS,UNIVERSITY ST/FELTON ST
"594","20955000",37.72719760820,-122.41545174600,"0",INTERSECTIONS,FELTON ST/PRINCETON ST
"595","20957000",37.72668549830,-122.41740965500,"0",INTERSECTIONS,FELTON ST/YALE ST
"596","20959000",37.72522074150,-122.41790641300,"0",INTERSECTIONS,BURROWS ST/CAMBRIDGE ST
"597","20960000",37.72814423740,-122.41691995100,"0",INTERSECTIONS,AMHERST ST/SILLIMAN ST
"598","20961000",37.72884044280,-122.41720598900,"0",INTERSECTIONS,SILVER AVE/AMHERST ST
"599","20962000",37.72642541840,-122.41840394100,"0",INTERSECTIONS,CAMBRIDGE ST/FELTON ST
"600","20963000",37.72788659250,-122.41790557300,"0",INTERSECTIONS,SILLIMAN ST/YALE ST
"601","20964000",37.72762662120,-122.41890005100,"0",INTERSECTIONS,CAMBRIDGE ST/SILLIMAN ST
"602","20965000",37.72865760400,-122.41495595100,"0",INTERSECTIONS,SILLIMAN ST/UNIVERSITY ST
"603","20966000",37.72839883690,-122.41594594300,"0",INTERSECTIONS,PRINCETON ST/SILLIMAN ST
"604","20967000",37.72941862940,-122.41455833900,"0",INTERSECTIONS,COLBY ST/SILVER AVE
"605","20968000",37.73092046370,-122.41503378300,"0",INTERSECTIONS,COLBY ST/SWEENY ST
"606","20969000",37.72922273180,-122.41519258700,"0",INTERSECTIONS,UNIVERSITY ST/SILVER AVE
"607","20970000",37.72891947010,-122.41617441000,"0",INTERSECTIONS,PRINCETON ST/SILVER AVE
"608","20972000",37.73059886800,-122.41578120900,"0",INTERSECTIONS,SWEENY ST/UNIVERSITY ST
"609","20973000",37.73028638570,-122.41623998400,"0",INTERSECTIONS,PRINCETON ST/SWEENY ST
"610","20974000",37.73043003420,-122.41937345200,"0",INTERSECTIONS,CAMBRIDGE ST/SWEENY ST
"611","20976000",37.73116430780,-122.41928187500,"0",INTERSECTIONS,WEST VIEW AVE/CAMBRIDGE ST
"612","20978000",37.72496595060,-122.41888781500,"0",INTERSECTIONS,OXFORD ST/BURROWS ST
"613","20979000",37.72470958570,-122.41987524200,"0",INTERSECTIONS,BURROWS ST/HARVARD ST
"614","20980000",37.72616854980,-122.41938591200,"0",INTERSECTIONS,FELTON ST/OXFORD ST
"615","20981000",37.72880908950,-122.41938844000,"0",INTERSECTIONS,CAMBRIDGE ST/PIOCHE ST
"616","20982000",37.72711230390,-122.42086737900,"0",INTERSECTIONS,HARVARD ST/SILLIMAN ST
"617","20983000",37.72736955860,-122.41988336800,"0",INTERSECTIONS,SILLIMAN ST/OXFORD ST
"618","20984000",37.72855512870,-122.42037444600,"0",INTERSECTIONS,OXFORD ST/PIOCHE ST
"619","20985000",37.72445421460,-122.42086115100,"0",INTERSECTIONS,BURROWS ST/GAMBIER ST
"620","20986000",37.72591079290,-122.42037123900,"0",INTERSECTIONS,FELTON ST/HARVARD ST
"621","20987000",37.72565311890,-122.42135621200,"0",INTERSECTIONS,FELTON ST/GAMBIER ST
"622","20988000",37.72685476910,-122.42185242500,"0",INTERSECTIONS,GAMBIER ST/SILLIMAN ST
"623","20989000",37.72830165730,-122.42135851500,"0",INTERSECTIONS,HARVARD ST/PIOCHE ST
"624","20990000",37.72804755410,-122.42234499400,"0",INTERSECTIONS,GAMBIER ST/PIOCHE ST
"625","20991000",37.72903876280,-122.41838130900,"0",INTERSECTIONS,YALE ST/SILVER AVE
"626","20992000",37.72904644460,-122.41948647700,"0",INTERSECTIONS,CAMBRIDGE ST/SILVER AVE
"627","20994000",37.73130857490,-122.42094490600,"0",INTERSECTIONS,CAMBRIDGE ST/STONEYFORD AVE
"628","20996000",37.73220847860,-122.41896575600,"0",INTERSECTIONS,ALEMANY BLVD/ELLSWORTH ST/I-280 S OFF RAMP/I-280 S ON RAMP
"629","20999000",37.73146321510,-122.42018514000,"0",INTERSECTIONS,GLADSTONE DR/CAMBRIDGE ST
"630","21000000",37.72892825240,-122.42052795000,"0",INTERSECTIONS,OXFORD ST/SILVER AVE
"631","21002000",37.72887596530,-122.42159661600,"0",INTERSECTIONS,HARVARD ST/SILVER AVE
"632","21003000",37.72882232320,-122.42266589900,"0",INTERSECTIONS,GAMBIER ST/SILVER AVE
"633","21004000",37.72938517120,-122.42056328800,"0",INTERSECTIONS,GLADSTONE DR
"634","21006000",37.73116853160,-122.42616176700,"0",INTERSECTIONS,CONGDON ST/ALEMANY BLVD
"635","21007000",37.73108466910,-122.42175318100,"0",INTERSECTIONS,TRUMBULL ST/CAMBRIDGE ST/STONEYBROOK AVE
"636","21008000",37.73077258670,-122.42250004100,"0",INTERSECTIONS,MAYNARD ST/TRUMBULL ST
"637","21009000",37.73315926660,-122.40728352100,"0",INTERSECTIONS,BARNEVELD AVE/SWEENY ST
"638","21010000",37.73348714720,-122.40621047300,"0",INTERSECTIONS,SAN BRUNO AVE/SWEENY ST
"639","21011000",37.73401775040,-122.40651538400,"0",INTERSECTIONS,GAVEN ST/SAN BRUNO AVE
"640","21074000",37.73827919790,-122.41274598400,"0",INTERSECTIONS,BANKS ST/JARBOE AVE
"641","21075000",37.73831370500,-122.41336276100,"0",INTERSECTIONS,FOLSOM ST/JARBOE AVE
"642","21076000",37.73710546120,-122.41410345300,"0",INTERSECTIONS,TOMPKINS AVE/GATES ST
"643","21077000",37.73714062660,-122.41472261600,"0",INTERSECTIONS,TOMPKINS AVE/ELLSWORTH ST
"644","21078000",37.73834887550,-122.41399143900,"0",INTERSECTIONS,GATES ST/JARBOE AVE
"645","21079000",37.73898205050,-122.41331182300,"0",INTERSECTIONS,CORTLAND AVE/FOLSOM ST
"646","21080000",37.73838365170,-122.41461314100,"0",INTERSECTIONS,ELLSWORTH ST/JARBOE AVE
"647","21081000",37.73893042400,-122.41393770800,"0",INTERSECTIONS,CORTLAND AVE/GATES ST
"648","21082000",37.74144154870,-122.41258831200,"0",INTERSECTIONS,POWHATTAN AVE/BANKS ST
"649","21084000",37.73888148910,-122.41455885900,"0",INTERSECTIONS,CORTLAND AVE/ELLSWORTH ST
"650","21085000",37.74028702400,-122.41330664500,"0",INTERSECTIONS,EUGENIA AVE/FOLSOM ST
"651","21086000",37.74031683870,-122.41392376500,"0",INTERSECTIONS,EUGENIA AVE/GATES ST
"652","21087000",37.74034687860,-122.41454562000,"0",INTERSECTIONS,ELLSWORTH ST/EUGENIA AVE
"653","21088000",37.74335178900,-122.40671092500,"0",INTERSECTIONS,HOLLADAY AVE
"654","21089000",37.74363973330,-122.40638818100,"0",INTERSECTIONS,HOLLADAY AVE
"655","21090000",37.74407593210,-122.40603442100,"0",INTERSECTIONS,FAITH ST/HOLLADAY AVE
"656","21091000",37.74235572690,-122.40815695100,"0",INTERSECTIONS,FRANCONIA ST
"657","21092000",37.74232745590,-122.40742355800,"0",ENDS,HOLLADAY AVE
"658","21093000",37.74435936570,-122.40707554300,"0",INTERSECTIONS,BREWSTER ST
"659","21095000",37.74440612550,-122.40778731300,"0",INTERSECTIONS,SAMOSET ST/FRANCONIA ST
"660","21096000",37.74488584140,-122.40760144300,"0",INTERSECTIONS,FRANCONIA ST/MASSASOIT ST
"661","21097000",37.74127737690,-122.40874913400,"0",INTERSECTIONS,PERALTA AVE/POWHATTAN AVE
"662","21099000",37.74237920010,-122.40877593800,"0",INTERSECTIONS,PERALTA AVE
"663","21102000",37.74174500780,-122.41006822400,"0",INTERSECTIONS,BERNAL HEIGHTS BLVD/CHAPMAN ST
"664","21103000",37.74242162860,-122.41001519200,"0",INTERSECTIONS,MAYFLOWER ST/CARVER ST
"665","21105000",37.74326277610,-122.40936104800,"0",INTERSECTIONS,PERALTA AVE/ESMERALDA AVE/BRADFORD ST
"666","21106000",37.74240251060,-122.40939070100,"0",INTERSECTIONS,BRADFORD ST
"667","21107000",37.74292254240,-122.40937790900,"0",INTERSECTIONS,BERNAL HEIGHTS BLVD/BRADFORD ST
"668","21108000",37.74442749610,-122.40869030600,"0",INTERSECTIONS,PERALTA AVE/RIPLEY ST/SAMOSET ST
"669","21109000",37.74432485730,-122.41038856000,"0",INTERSECTIONS,ALABAMA ST/RIPLEY ST
"670","21110000",37.74304985520,-122.40996847900,"0",INTERSECTIONS,BERNAL HEIGHTS BLVD
"671","21111000",37.74374893310,-122.41033781300,"0",INTERSECTIONS,ALABAMA ST/ESMERALDA AVE
"672","21112000",37.74584064200,-122.40662032600,"0",INTERSECTIONS,BREWSTER ST/MACEDONIA ST
"673","21113000",37.74659523210,-122.40649561200,"0",INTERSECTIONS,MULLEN AVE/BREWSTER ST/MONTCALM ST
"674","21114000",37.74547617010,-122.40736699700,"0",INTERSECTIONS,RUTLEDGE ST/FRANCONIA ST
"675","21115000",37.74603469140,-122.40782840300,"0",INTERSECTIONS,MONTCALM ST
"676","21116000",37.74626233370,-122.40730859500,"0",INTERSECTIONS,MACEDONIA ST/MONTCALM ST
"677","21117000",37.74646518360,-122.40812457200,"0",INTERSECTIONS,FRANCONIA ST/MULLEN AVE
"678","21118000",37.74700983200,-122.40609253800,"0",INTERSECTIONS,MONTCALM ST/YORK ST
"679","21119000",37.74750171150,-122.40687920400,"0",INTERSECTIONS,PERALTA AVE/YORK ST
"680","21120000",37.74895724260,-122.40648737400,"0",INTERSECTIONS,HAMPSHIRE ST/CESAR CHAVEZ ON RAMP
"681","21122000",37.74743071430,-122.40727092900,"0",INTERSECTIONS,PERALTA AVE/YORK ST
"682","21123000",37.74692303750,-122.40843956800,"0",INTERSECTIONS,FRANCONIA ST/PERALTA AVE
"683","21124000",37.74965722570,-122.40788435600,"0",INTERSECTIONS,YORK ST/26TH ST
"684","21125000",37.74840500050,-122.40788202900,"0",INTERSECTIONS,YORK ST/PRECITA AVE/CESAR CHAVEZ ST
"685","21126000",37.74512856630,-122.40861330700,"0",INTERSECTIONS,MASSASOIT ST/RUTLEDGE ST
"686","21127000",37.74501599650,-122.40887242200,"0",INTERSECTIONS,RUTLEDGE ST
"687","21128000",37.74491796150,-122.41044064800,"0",INTERSECTIONS,ALABAMA ST/RUTLEDGE ST
"688","21129000",37.74566459540,-122.40897329200,"0",INTERSECTIONS,MONTCALM ST
"689","21130000",37.74557116280,-122.41049837700,"0",INTERSECTIONS,ALABAMA ST/MONTCALM ST
"690","21131000",37.74632327520,-122.41056465200,"0",INTERSECTIONS,MULLEN AVE/ALABAMA ST
"691","21132000",37.74641841100,-122.40904351500,"0",INTERSECTIONS,MULLEN AVE/PERALTA AVE
"692","21133000",37.74674804480,-122.40884238000,"0",INTERSECTIONS,FLORIDA ST/PERALTA AVE
"693","21134000",37.74755321270,-122.40957172700,"0",INTERSECTIONS,PRECITA AVE/FLORIDA ST
"694","21135000",37.74835284780,-122.40870631300,"0",INTERSECTIONS,CESAR CHAVEZ ST/BRYANT ST
"695","21136000",37.74795290630,-122.40866318500,"0",INTERSECTIONS,BRYANT ST/PRECITA AVE
"696","21137000",37.74960064030,-122.40882528000,"0",INTERSECTIONS,26TH ST/BRYANT ST
"697","21139000",37.74833439060,-122.40964638800,"0",INTERSECTIONS,CESAR CHAVEZ ST/FLORIDA ST
"698","21140000",37.74735419930,-122.41049519900,"0",INTERSECTIONS,ALABAMA ST/PRECITA AVE
"699","21141000",37.74954431480,-122.40976176000,"0",INTERSECTIONS,FLORIDA ST/26TH ST
"700","21142000",37.74831671890,-122.41054606800,"0",INTERSECTIONS,ALABAMA ST/CESAR CHAVEZ ST
"701","21143000",37.74138101230,-122.41073235200,"0",INTERSECTIONS,POWHATTAN AVE
"702","21144000",37.74156020330,-122.41071830800,"0",INTERSECTIONS,BERNAL HEIGHTS BLVD
"703","21146000",37.74141058940,-122.41196829500,"0",INTERSECTIONS,POWHATTAN AVE/PRENTISS ST
"704","21147000",37.74174241640,-122.41194315900,"0",INTERSECTIONS,CHAPMAN ST/PRENTISS ST
"705","21148000",37.74178066540,-122.41133123300,"0",INTERSECTIONS,CHAPMAN ST
"706","21149000",37.74177396520,-122.41256216700,"0",INTERSECTIONS,BANKS ST/CHAPMAN ST
"707","21150000",37.74426626040,-122.41135791800,"0",INTERSECTIONS,HARRISON ST/RIPLEY ST
"708","21151000",37.74415004520,-122.41328006300,"0",INTERSECTIONS,FOLSOM ST/RIPLEY ST
"709","21153000",37.74147357150,-122.41321294400,"0",INTERSECTIONS,FOLSOM ST/POWHATTAN AVE
"710","21154000",37.74176125960,-122.41319022500,"0",INTERSECTIONS,FOLSOM ST/CHAPMAN ST
"711","21155000",37.74152189870,-122.41382126100,"0",INTERSECTIONS,GATES ST/POWHATTAN AVE
"712","21156000",37.74155242900,-122.41444650600,"0",INTERSECTIONS,ELLSWORTH ST/POWHATTAN AVE
"713","21159000",37.74682499940,-122.41254705000,"0",INTERSECTIONS,PRECITA AVE/TREAT AVE
"714","21161000",37.74514913330,-122.41337632200,"0",INTERSECTIONS,FOLSOM ST/STONEMAN ST
"715","21162000",37.74509545250,-122.41417304600,"0",INTERSECTIONS,MANCHESTER ST/STONEMAN ST
"716","21164000",37.74529769830,-122.41047428200,"0",INTERSECTIONS,ALABAMA ST/NORWICH ST
"717","21165000",37.74694113860,-122.41061909800,"0",INTERSECTIONS,ALABAMA ST/PRECITA AVE
"718","21166000",37.74523882940,-122.41145159500,"0",INTERSECTIONS,NORWICH ST/HARRISON ST
"719","21168000",37.74688146260,-122.41160982000,"0",INTERSECTIONS,HARRISON ST/PRECITA AVE
"720","21170000",37.74949040210,-122.41065799800,"0",INTERSECTIONS,26TH ST/ALABAMA ST
"721","21171000",37.74730103520,-122.41138806800,"0",INTERSECTIONS,HARRISON ST/PRECITA AVE
"722","21172000",37.74717102050,-122.41357113200,"0",INTERSECTIONS,FOLSOM ST/PRECITA AVE
"723","21173000",37.74829828720,-122.41148412900,"0",INTERSECTIONS,HARRISON ST/CESAR CHAVEZ ST
"724","21174000",37.74943623090,-122.41159284400,"0",INTERSECTIONS,HARRISON ST/26TH ST
"725","21175000",37.74676565080,-122.41353207300,"0",INTERSECTIONS,BESSIE ST/FOLSOM ST/PRECITA AVE
"726","21176000",37.74676646910,-122.41433329100,"0",INTERSECTIONS,BESSIE ST/MANCHESTER ST
"727","21177000",37.74825532940,-122.41366884400,"0",INTERSECTIONS,FOLSOM ST/CESAR CHAVEZ ST
"728","21178000",37.74930406850,-122.41377062700,"0",INTERSECTIONS,26TH ST/FOLSOM ST
"729","21180000",37.73479388850,-122.41493476300,"0",INTERSECTIONS,CRESCENT AVE/ELLSWORTH ST
"730","21181000",37.73482485710,-122.41555440300,"0",INTERSECTIONS,ANDERSON ST/CRESCENT AVE
"731","21183000",37.73596516690,-122.41482888000,"0",INTERSECTIONS,ELLSWORTH ST/OGDEN AVE
"732","21184000",37.73592937640,-122.41420978300,"0",INTERSECTIONS,OGDEN AVE/GATES ST
"733","21185000",37.73600084500,-122.41544608500,"0",INTERSECTIONS,OGDEN AVE/ANDERSON ST
"734","21186000",37.73485571620,-122.41617187900,"0",INTERSECTIONS,CRESCENT AVE/MOULTRIE ST
"735","21187000",37.73488828170,-122.41682358600,"0",INTERSECTIONS,ANDOVER ST/CRESCENT AVE
"736","21188000",37.73717556900,-122.41533788100,"0",INTERSECTIONS,ANDERSON ST/TOMPKINS AVE
"737","21189000",37.73603651040,-122.41606313000,"0",INTERSECTIONS,MOULTRIE ST/OGDEN AVE
"738","21190000",37.73607433040,-122.41671751700,"0",INTERSECTIONS,OGDEN AVE/ANDOVER ST
"739","21191000",37.73721061140,-122.41595499200,"0",INTERSECTIONS,MOULTRIE ST/TOMPKINS AVE
"740","21193000",37.73392836330,-122.41691183000,"0",INTERSECTIONS,ANDOVER ST/BENTON AVE
"741","21195000",37.73394935190,-122.41757094500,"0",INTERSECTIONS,BACHE ST/BENTON AVE
"742","21197000",37.73492102070,-122.41747882900,"0",INTERSECTIONS,BACHE ST/CRESCENT AVE
"743","21198000",37.73398423670,-122.41819098200,"0",INTERSECTIONS,BENTON AVE/PORTER ST
"744","21199000",37.73401678560,-122.41881611800,"0",INTERSECTIONS,BENTON AVE/ROSCOE ST
"745","21200000",37.73560466530,-122.41675952000,"0",INTERSECTIONS,ANDOVER ST/RICHLAND AVE
"746","21201000",37.73631694200,-122.41669582000,"0",INTERSECTIONS,PARK ST/ANDOVER ST
"747","21202000",37.73703743850,-122.41663138300,"0",INTERSECTIONS,ANDOVER ST/HIGHLAND AVE
"748","21203000",37.73495201540,-122.41809924400,"0",INTERSECTIONS,CRESCENT AVE/PORTER ST
"749","21204000",37.73498324960,-122.41872451200,"0",INTERSECTIONS,CRESCENT AVE/ROSCOE ST
"750","21205000",37.73841786810,-122.41522487700,"0",INTERSECTIONS,ANDERSON ST/JARBOE AVE
"751","21206000",37.73724794850,-122.41661255700,"0",INTERSECTIONS,TOMPKINS AVE/ANDOVER ST
"752","21207000",37.73845230540,-122.41584062700,"0",INTERSECTIONS,MOULTRIE ST/JARBOE AVE
"753","21208000",37.73893291320,-122.41518362700,"0",INTERSECTIONS,ANDERSON ST/CORTLAND AVE
"754","21210000",37.74037697750,-122.41516877600,"0",INTERSECTIONS,ANDERSON ST/EUGENIA AVE
"755","21211000",37.74158026690,-122.41507391300,"0",INTERSECTIONS,ANDERSON ST/POWHATTAN AVE
"756","21212000",37.73900186970,-122.41589948000,"0",INTERSECTIONS,CORTLAND AVE/MOULTRIE ST
"757","21213000",37.73906169910,-122.41651960000,"0",INTERSECTIONS,CORTLAND AVE/ANDOVER ST
"758","21214000",37.74040687880,-122.41578789100,"0",INTERSECTIONS,EUGENIA AVE/MOULTRIE ST
"759","21215000",37.74043670340,-122.41640550700,"0",INTERSECTIONS,ANDOVER ST/EUGENIA AVE
"760","21216000",37.73766842250,-122.41657495200,"0",INTERSECTIONS,NEWMAN ST/ANDOVER ST
"761","21217000",37.73828992570,-122.41651876200,"0",INTERSECTIONS,ELLERT ST/ANDOVER ST
"762","21218000",37.73711160990,-122.41809720400,"0",INTERSECTIONS,BENNINGTON ST/HIGHLAND AVE
"763","21219000",37.73780494980,-122.41799007200,"0",INTERSECTIONS,BENNINGTON ST/NEWMAN ST
"764","21220000",37.73842353780,-122.41789630100,"0",INTERSECTIONS,BENNINGTON ST/ELLERT ST
"765","21221000",37.73918366580,-122.41777908200,"0",INTERSECTIONS,BENNINGTON ST/CORTLAND AVE
"766","21222000",37.73912143750,-122.41713881900,"0",INTERSECTIONS,WOOL ST/CORTLAND AVE
"767","21223000",37.74163731310,-122.41630588100,"0",INTERSECTIONS,ANDOVER ST/POWHATTAN AVE
"768","21224000",37.74046672270,-122.41702720300,"0",INTERSECTIONS,EUGENIA AVE/WOOL ST
"769","21225000",37.74056356940,-122.41777039800,"0",INTERSECTIONS,EUGENIA AVE/BENNINGTON ST/BOCANA ST
"770","21228000",37.73409090390,-122.41966664500,"0",INTERSECTIONS,BENTON AVE/ARNOLD AVE
"771","21229000",37.73502729500,-122.41960634800,"0",INTERSECTIONS,ARNOLD AVE/CRESCENT AVE
"772","21230000",37.73505812850,-122.42022375800,"0",INTERSECTIONS,CRESCENT AVE/MURRAY ST
"773","21231000",37.73515284740,-122.42212080600,"0",INTERSECTIONS,AGNON AVE/CRESCENT AVE
"774","21232000",37.73577688030,-122.42016346700,"0",INTERSECTIONS,MURRAY ST/RICHLAND AVE
"775","21233000",37.73592798900,-122.42315187500,"0",INTERSECTIONS,RICHLAND AVE/LEESE ST
"776","21383000",37.70972317050,-122.43246229900,"0",INTERSECTIONS,CHICAGO WAY/NAYLOR ST
"777","21384000",37.71065786060,-122.43136581300,"0",INTERSECTIONS,CHICAGO WAY/SOUTH HILL BLVD
"778","21385000",37.71140477610,-122.43186692500,"0",INTERSECTIONS,WINDING WAY/ROLPH ST/SOUTH HILL BLVD
"779","21386000",37.71222915140,-122.43231516200,"0",INTERSECTIONS,PRAGUE ST/SOUTH HILL BLVD
"780","21387000",37.70887101090,-122.43439530700,"0",INTERSECTIONS,CHICAGO WAY/CORDOVA ST
"781","21388000",37.70956638190,-122.43469231500,"0",INTERSECTIONS,CORDOVA ST/WINDING WAY
"782","21389000",37.71027056370,-122.43303323700,"0",INTERSECTIONS,NAYLOR ST/WINDING WAY
"783","21390000",37.71081378700,-122.43359983900,"0",INTERSECTIONS,PRAGUE ST/NAYLOR ST
"784","21391000",37.71175817020,-122.43264606700,"0",INTERSECTIONS,ROLPH ST/PRAGUE ST
"785","21392000",37.71211038520,-122.43343166300,"0",INTERSECTIONS,MUNICH ST/ROLPH ST
"786","21393000",37.71023872780,-122.43497949300,"0",INTERSECTIONS,CORDOVA ST/PRAGUE ST
"787","21394000",37.71136797890,-122.43418269400,"0",INTERSECTIONS,MUNICH ST/NAYLOR ST
"788","21395000",37.71090458140,-122.43526390300,"0",INTERSECTIONS,CORDOVA ST/MUNICH ST
"789","21396000",37.71314315800,-122.43370682000,"0",INTERSECTIONS,MOSCOW ST/SOUTH HILL BLVD/GENEVA AVE
"790","21397000",37.71272624360,-122.43299185400,"0",INTERSECTIONS,MUNICH ST/SOUTH HILL BLVD
"791","21398000",37.71659360630,-122.43115383600,"0",INTERSECTIONS,FRANCE AVE/MOSCOW ST
"792","21399000",37.71443715280,-122.43277713700,"0",INTERSECTIONS,AMAZON AVE/MOSCOW ST
"793","21400000",37.71503821880,-122.43232340100,"0",INTERSECTIONS,ITALY AVE/MOSCOW ST
"794","21401000",37.71542347980,-122.43312968000,"0",INTERSECTIONS,ATHENS ST/ITALY AVE
"795","21402000",37.71246768170,-122.43422861300,"0",INTERSECTIONS,ROLPH ST/SEVILLE ST
"796","21403000",37.71281313140,-122.43499915900,"0",INTERSECTIONS,ROLPH ST/ATHENS ST
"797","21404000",37.71158028870,-122.43555252800,"0",INTERSECTIONS,CORDOVA ST/SEVILLE ST
"798","21405000",37.71347594740,-122.43454112600,"0",INTERSECTIONS,ATHENS ST/GENEVA AVE
"799","21406000",37.71475189510,-122.43363911000,"0",INTERSECTIONS,AMAZON AVE/ATHENS ST
"800","21407000",37.71697630240,-122.43195270500,"0",INTERSECTIONS,ATHENS ST/FRANCE AVE
"801","21408000",37.71506522820,-122.43449172800,"0",INTERSECTIONS,VIENNA ST/AMAZON AVE
"802","21409000",37.71580621460,-122.43393069300,"0",INTERSECTIONS,VIENNA ST/ITALY AVE
"803","21410000",37.71736010720,-122.43275390800,"0",INTERSECTIONS,FRANCE AVE/VIENNA ST
"804","21411000",37.71618920470,-122.43473225900,"0",INTERSECTIONS,ITALY AVE/NAPLES ST
"805","21412000",37.71537905030,-122.43534570200,"0",INTERSECTIONS,AMAZON AVE/NAPLES ST
"806","21414000",37.70929859570,-122.43596796400,"0",INTERSECTIONS,DRAKE ST/WINDING WAY
"807","21415000",37.71002343360,-122.43668765300,"0",INTERSECTIONS,PRAGUE ST/DRAKE ST
"808","21416000",37.71226105680,-122.43584332100,"0",INTERSECTIONS,ATHENS ST/CORDOVA ST
"809","21418000",37.71021713630,-122.43957484000,"0",INTERSECTIONS,HANOVER ST/POPE ST
"810","21419000",37.71011366620,-122.43756481200,"0",INTERSECTIONS,CURTIS ST/PRAGUE ST
"811","21420000",37.71074570820,-122.43699280500,"0",INTERSECTIONS,DRAKE ST/MUNICH ST
"812","21421000",37.71177019740,-122.43791755500,"0",INTERSECTIONS,NAPLES ST/SEVILLE ST
"813","21422000",37.71079122200,-122.43861038300,"0",INTERSECTIONS,CURTIS ST/NAPLES ST
"814","21423000",37.71174977670,-122.43908169600,"0",INTERSECTIONS,BRUNSWICK ST/CURTIS ST
"815","21424000",37.71113313050,-122.43837012000,"0",INTERSECTIONS,NAPLES ST/MUNICH ST
"816","21425000",37.71384364810,-122.43536086500,"0",INTERSECTIONS,GENEVA AVE/VIENNA ST
"817","21426000",37.71420948380,-122.43617646500,"0",INTERSECTIONS,GENEVA AVE/NAPLES ST
"818","21427000",37.71341205240,-122.43633498500,"0",INTERSECTIONS,CORDOVA ST/ROLPH ST
"819","21428000",37.71354977990,-122.43664186900,"0",INTERSECTIONS,NAPLES ST/ROLPH ST
"820","21429000",37.71366308180,-122.43689432800,"0",INTERSECTIONS,ROLPH ST/MORSE ST
"821","21430000",37.71237342050,-122.43748584200,"0",INTERSECTIONS,NAPLES ST/ATHENS ST
"822","21431000",37.71569317320,-122.43619515000,"0",INTERSECTIONS,AMAZON AVE/EDINBURG ST
"823","21432000",37.71457523660,-122.43699190300,"0",INTERSECTIONS,EDINBURG ST/GENEVA AVE
"824","21433000",37.71600782690,-122.43704606200,"0",INTERSECTIONS,AMAZON AVE/MADRID ST
"825","21434000",37.71428255590,-122.43827467700,"0",INTERSECTIONS,MADRID ST/ROLPH ST
"826","21435000",37.71335614140,-122.43805391100,"0",INTERSECTIONS,ROYAL LN/MORSE ST
"827","21437000",37.71202136880,-122.43805871600,"0",INTERSECTIONS,BRUNSWICK ST/NEWTON ST
"828","21438000",37.71192004460,-122.43781110500,"0",INTERSECTIONS,NAPLES ST/NEWTON ST
"829","21439000",37.71322098460,-122.43856449900,"0",INTERSECTIONS,MORSE ST/NEWTON ST
"830","21440000",37.71308726100,-122.43906892600,"0",INTERSECTIONS,MORSE ST
"831","21441000",37.71494004820,-122.43780526400,"0",INTERSECTIONS,MADRID ST/GENEVA AVE
"832","21442000",37.71530733300,-122.43862415600,"0",INTERSECTIONS,GENEVA AVE/LISBON ST
"833","21443000",37.71631960200,-122.43790055500,"0",INTERSECTIONS,AMAZON AVE/LISBON ST
"834","21444000",37.71567255460,-122.43943847200,"0",INTERSECTIONS,GENEVA AVE/PARIS ST
"835","21447000",37.70954046360,-122.43963075700,"0",INTERSECTIONS,BALTIMORE WAY/POPE ST
"836","21449000",37.70994581820,-122.44059761500,"0",INTERSECTIONS,HANOVER ST/ALLISON ST
"837","21452000",37.70999344680,-122.43948087700,"0",INTERSECTIONS,POPE ST/PRAGUE ST/WINDING WAY
"838","21453000",37.71147716940,-122.44010846000,"0",INTERSECTIONS,BRUNSWICK ST/POPE ST
"839","21454000",37.71121115680,-122.44113026900,"0",INTERSECTIONS,BRUNSWICK ST/ALLISON ST
"840","21456000",37.70910687200,-122.44090335400,"0",INTERSECTIONS,WATT AVE/KNOTT CT
"841","21457000",37.70972363310,-122.44143514600,"0",INTERSECTIONS,HANOVER ST/WATT AVE
"842","21459000",37.71031406660,-122.44189158000,"0",INTERSECTIONS,CONCORD ST/PRETOR WAY
"843","21460000",37.70966064600,-122.44162793600,"0",INTERSECTIONS,CONCORD ST/HANOVER ST
"844","21461000",37.70932061110,-122.44266868700,"0",INTERSECTIONS,GUTTENBERG ST/HANOVER ST
"845","21465000",37.70993460950,-122.44300041200,"0",INTERSECTIONS,PRETOR WAY/GUTTENBERG ST
"846","21466000",37.71094406870,-122.44215616500,"0",INTERSECTIONS,BRUNSWICK ST/CONCORD ST
"847","21467000",37.71238077710,-122.44158509100,"0",INTERSECTIONS,ALLISON ST/MORSE ST
"848","21468000",37.71076442070,-122.44270006800,"0",INTERSECTIONS,BRUNSWICK ST/FLORENTINE AVE
"849","21469000",37.71522275980,-122.44037032800,"0",INTERSECTIONS,CURTIS ST/ROLPH ST
"850","21470000",37.71299499740,-122.43941695400,"0",INTERSECTIONS,CURTIS ST/MORSE ST
